trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1032,False,"{'a': 0.001, 'e': 0.3562936601861588}",30,20,22.19224690469856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.001, 'e': 0.35593754461343535}",20,6,-13.55898240344376,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1034,False,"{'a': 0.001, 'e': 0.35558178497828613}",30,18,1.3884037763713615,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1035,False,"{'a': 0.001, 'e': 0.3552263809249515}",25,0,-112.51452410988225,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
1036,False,"{'a': 0.001, 'e': 0.3548713320980274}",20,3,-30.208114891434665,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 0}",1
1037,False,"{'a': 0.001, 'e': 0.35451663814246503}",30,18,-41.25111520641328,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
1038,False,"{'a': 0.001, 'e': 0.35416229870357024}",20,3,6.623394703823011,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.001, 'e': 0.35380831342700375}",20,10,-34.01690974124192,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1040,False,"{'a': 0.001, 'e': 0.35345468195878016}",20,0,23.4212141143861,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.001, 'e': 0.353101403945268}",25,0,13.946164964174073,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
1042,False,"{'a': 0.001, 'e': 0.3527484790331891}",25,0,36.38817588306025,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1043,False,"{'a': 0.001, 'e': 0.35239590686961875}",20,12,16.814186538431237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.001, 'e': 0.3520436871019846}",25,14,-3.752299376543797,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1045,False,"{'a': 0.001, 'e': 0.3516918193780669}",20,14,10.636161965771144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.001, 'e': 0.3513403033459978}",20,14,4.068922522325449,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.001, 'e': 0.35098913865426146}",20,3,-3.6405334578961366,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1048,False,"{'a': 0.001, 'e': 0.35063832495169295}",20,9,11.65671818797318,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.001, 'e': 0.3502878618874786}",30,15,-59.22504218591712,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
1050,False,"{'a': 0.001, 'e': 0.3499377491111553}",20,2,-34.89632276474384,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
1051,False,"{'a': 0.001, 'e': 0.3495879862726104}",20,6,14.62631241537796,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1052,False,"{'a': 0.001, 'e': 0.3492385730220808}",35,8,-48.79675900909872,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 0}",1
1053,False,"{'a': 0.001, 'e': 0.34888950901015336}",25,13,-11.947494634721053,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1054,False,"{'a': 0.001, 'e': 0.348540793887764}",25,7,-63.63993142250466,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1055,False,"{'a': 0.001, 'e': 0.3481924273061976}",20,13,0.909131471642433,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1056,False,"{'a': 0.001, 'e': 0.3478444089170874}",25,14,-25.42950459302736,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
1057,False,"{'a': 0.001, 'e': 0.34749673837241524}",20,3,-52.50497625820882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1058,False,"{'a': 0.001, 'e': 0.3471494153245103}",30,17,6.128885391789243,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1059,False,"{'a': 0.001, 'e': 0.34680243942604977}",35,0,-50.89073408580399,"{0: 26, 1: 2, 2: 7, 3: 0, 4: 0}",0
1060,False,"{'a': 0.001, 'e': 0.3464558103300574}",20,5,11.629615929405626,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1061,False,"{'a': 0.001, 'e': 0.3461095276899044}",25,7,-31.692445647358838,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
1062,False,"{'a': 0.001, 'e': 0.34576359115930777}",20,2,-16.72818746467397,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1063,False,"{'a': 0.001, 'e': 0.3454180003923312}",20,6,-7.785166920166438,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1064,False,"{'a': 0.001, 'e': 0.34507275504338375}",25,11,-6.846334082942855,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1065,False,"{'a': 0.001, 'e': 0.3447278547672202}",35,7,22.004567835998508,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.001, 'e': 0.34438329921894}",20,0,-20.132228573915402,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1067,False,"{'a': 0.001, 'e': 0.34403908805398786}",25,12,17.409835172471425,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.001, 'e': 0.34369522092815236}",25,10,15.69991735290617,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.001, 'e': 0.3433516974975665}",25,0,-112.14428868405616,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
1070,False,"{'a': 0.001, 'e': 0.34300851741870664}",20,12,8.441814938203684,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1071,False,"{'a': 0.001, 'e': 0.3426656803483929}",20,0,-58.34938916926519,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1072,False,"{'a': 0.001, 'e': 0.34232318594378797}",30,0,7.828708753479851,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",1
1073,False,"{'a': 0.001, 'e': 0.3419810338623976}",25,8,-38.97499231597431,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
1074,False,"{'a': 0.001, 'e': 0.34163922376206945}",20,12,5.257335046913439,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1075,False,"{'a': 0.001, 'e': 0.3412977553009937}",20,0,-0.37068355080127025,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1076,False,"{'a': 0.001, 'e': 0.34095662813770156}",30,0,-10.611167537491722,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
1077,False,"{'a': 0.001, 'e': 0.3406158419310661}",20,5,17.67015580221417,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.001, 'e': 0.3402753963403008}",20,11,-2.5873731091587056,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1079,False,"{'a': 0.001, 'e': 0.33993529102496034}",25,13,4.3542346832762435,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.001, 'e': 0.3395955256449391}",20,13,5.255447735152798,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.001, 'e': 0.33925609986047195}",20,8,8.52900808409176,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.001, 'e': 0.3389170133321328}",20,16,7.088183567391662,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.001, 'e': 0.3385782657208353}",20,6,7.241117259824969,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1084,False,"{'a': 0.001, 'e': 0.3382398566878317}",30,6,-46.62481899213648,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
1085,False,"{'a': 0.001, 'e': 0.33790178589471304}",20,15,10.537953270750968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.001, 'e': 0.33756405300340836}",25,6,20.547621375842066,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.001, 'e': 0.33722665767618487}",20,7,-2.011130155797937,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1088,False,"{'a': 0.001, 'e': 0.33688959957564707}",20,6,-10.11932154137345,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1089,False,"{'a': 0.001, 'e': 0.336552878364737}",25,0,-83.82972415245803,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
1090,False,"{'a': 0.001, 'e': 0.33621649370673334}",20,15,9.206008713532539,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.001, 'e': 0.3358804452652514}",20,13,-15.176488466654067,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
1092,False,"{'a': 0.001, 'e': 0.3355447327042427}",25,9,-0.525749194774892,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
1093,False,"{'a': 0.001, 'e': 0.33520935568799465}",30,15,4.567915394049316,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.001, 'e': 0.3348743138811302}",20,0,-15.752613275383204,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1095,False,"{'a': 0.001, 'e': 0.3345396069486076}",20,0,-9.905308681281596,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1096,False,"{'a': 0.001, 'e': 0.33420523455571977}",20,10,-1.497697068293506,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.001, 'e': 0.3338711963680944}",35,23,0.8333448716677738,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1098,False,"{'a': 0.001, 'e': 0.3335374920516932}",25,9,7.1424781647306546,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.001, 'e': 0.33320412127281185}",25,13,-7.374251490036759,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1100,False,"{'a': 0.001, 'e': 0.33287108369807955}",20,2,-21.254348953043156,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1101,False,"{'a': 0.001, 'e': 0.3325383789944587}",20,14,-1.8858525192844735,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.001, 'e': 0.33220600682924445}",25,0,-98.24647191171896,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
1103,False,"{'a': 0.001, 'e': 0.3318739668700649}",20,9,-14.69726122580615,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1104,False,"{'a': 0.001, 'e': 0.3315422587848797}",20,16,9.530836679941103,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.001, 'e': 0.331210882241981}",20,5,-17.825819553766255,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
1106,False,"{'a': 0.001, 'e': 0.33087983690999206}",20,9,9.92941972719172,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1107,False,"{'a': 0.001, 'e': 0.3305491224578677}",20,2,-2.460904580617073,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1108,False,"{'a': 0.001, 'e': 0.3302187385548933}",25,10,10.613381802975839,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1109,False,"{'a': 0.001, 'e': 0.329888684870685}",25,16,12.24012085036036,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.001, 'e': 0.32955896107518906}",25,3,1.146690752017632,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1111,False,"{'a': 0.001, 'e': 0.32922956683868165}",20,4,21.09239988670561,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.001, 'e': 0.3289005018317685}",30,18,-0.25578390611963053,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1113,False,"{'a': 0.001, 'e': 0.3285717657253846}",30,4,-22.3349875119003,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
1114,False,"{'a': 0.001, 'e': 0.32824335819079375}",20,10,0.2950367909508551,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1115,False,"{'a': 0.001, 'e': 0.32791527889958855}",30,19,-8.051844575516444,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1116,False,"{'a': 0.001, 'e': 0.3275875275236895}",20,10,-7.342114047444305,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1117,False,"{'a': 0.001, 'e': 0.3272601037353453}",20,12,-17.202918630027565,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1118,False,"{'a': 0.001, 'e': 0.3269330072071321}",20,2,-7.4001459791874575,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
1119,False,"{'a': 0.001, 'e': 0.3266062376119534}",25,0,16.706070534053733,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.001, 'e': 0.32627979462303947}",25,7,-23.414639429006964,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1121,False,"{'a': 0.001, 'e': 0.32595367791394736}",25,0,17.442324574428756,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1122,False,"{'a': 0.001, 'e': 0.32562788715856034}",25,4,17.473672648375864,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.001, 'e': 0.3253024220310876}",20,0,-54.51899648646923,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1124,False,"{'a': 0.001, 'e': 0.324977282206064}",20,5,21.729420044538145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.001, 'e': 0.32465246735834974}",20,8,14.538539717593418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.001, 'e': 0.3243279771631298}",25,0,17.127538870651914,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1127,False,"{'a': 0.001, 'e': 0.32400381129591416}",20,9,-2.91442917463259,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1128,False,"{'a': 0.001, 'e': 0.3236799694325367}",20,14,1.1698328807303202,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1129,False,"{'a': 0.001, 'e': 0.32335645124915574}",35,24,13.73029448358675,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.001, 'e': 0.3230332564222529}",25,8,-23.67845092746474,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1131,False,"{'a': 0.001, 'e': 0.3227103846286335}",20,6,-26.967672259509037,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1132,False,"{'a': 0.001, 'e': 0.3223878355454255}",20,6,22.021618206789945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.001, 'e': 0.32206560885008}",30,22,-27.72091642005151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1134,False,"{'a': 0.001, 'e': 0.32174370422037013}",25,7,-34.73134017785255,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1135,False,"{'a': 0.001, 'e': 0.32142212133439135}",25,7,18.161648913015764,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1136,False,"{'a': 0.001, 'e': 0.32110085987056064}",20,10,9.776529747866691,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.001, 'e': 0.3207799195076166}",20,0,-42.143137204443114,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1138,False,"{'a': 0.001, 'e': 0.32045929992461875}",20,7,-46.11237264153997,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
1139,False,"{'a': 0.001, 'e': 0.3201390008009476}",25,17,7.244643068744636,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.001, 'e': 0.31981902181630384}",20,11,3.7162352853827083,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1141,False,"{'a': 0.001, 'e': 0.31949936265070866}",20,12,-3.503510206868426,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.001, 'e': 0.31918002298450265}",30,16,1.2535884942840472,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1143,False,"{'a': 0.001, 'e': 0.3188610024983463}",20,6,-20.444036635885936,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
1144,False,"{'a': 0.001, 'e': 0.31854230087321894}",20,5,-31.34338515409495,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1145,False,"{'a': 0.001, 'e': 0.3182239177904191}",20,0,6.9761164648140905,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1146,False,"{'a': 0.001, 'e': 0.3179058529315635}",25,9,6.26688014134106,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1147,False,"{'a': 0.001, 'e': 0.31758810597858733}",20,11,3.27247110609549,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1148,False,"{'a': 0.001, 'e': 0.3172706766137436}",25,19,0.2779407088469532,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.001, 'e': 0.31695356451960294}",20,4,-41.330297290895466,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
1150,False,"{'a': 0.001, 'e': 0.31663676937905316}",25,0,17.502037003502004,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1151,False,"{'a': 0.001, 'e': 0.3163202908752992}",30,19,-28.00119360584921,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
1152,False,"{'a': 0.001, 'e': 0.31600412869186245}",30,12,-32.14967762410306,"{0: 15, 1: 0, 2: 0, 3: 3, 4: 0}",1
1153,False,"{'a': 0.001, 'e': 0.3156882825125808}",35,7,-70.49059694757328,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 1}",1
1154,False,"{'a': 0.001, 'e': 0.31537275202160797}",25,12,23.127883335872674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.001, 'e': 0.3150575369034133}",25,14,9.310646581441091,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.001, 'e': 0.3147426368427819}",25,2,-22.121381620175132,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
1157,False,"{'a': 0.001, 'e': 0.31442805152481357}",30,16,-6.765870314938824,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1158,False,"{'a': 0.001, 'e': 0.31411378063492296}",20,5,13.48622929676085,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.001, 'e': 0.3137998238588391}",30,12,3.6331477942183414,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1160,False,"{'a': 0.001, 'e': 0.3134861808826053}",20,10,-1.6965630163177803,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1161,False,"{'a': 0.001, 'e': 0.3131728513925785}",20,8,4.348622240422138,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1162,False,"{'a': 0.001, 'e': 0.3128598350754292}",20,6,15.147215493859022,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1163,False,"{'a': 0.001, 'e': 0.312547131618141}",20,6,14.487611899120118,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.001, 'e': 0.31223474070801055}",25,0,-76.81811366570655,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
1165,False,"{'a': 0.001, 'e': 0.31192266203264674}",30,19,-43.52168793808459,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1166,False,"{'a': 0.001, 'e': 0.31161089527997105}",30,12,28.580942037797442,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.001, 'e': 0.3112994401382165}",20,0,-18.47465870081269,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1168,False,"{'a': 0.001, 'e': 0.3109882962959281}",20,14,10.358231944549011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.001, 'e': 0.31067746344196184}",20,2,-14.011753164232772,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1170,False,"{'a': 0.001, 'e': 0.31036694126548503}",30,13,-30.606842652879305,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1171,False,"{'a': 0.001, 'e': 0.31005672945597523}",20,14,-2.6710155381846032,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.001, 'e': 0.3097468277032208}",20,0,-68.85401776482573,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1173,False,"{'a': 0.001, 'e': 0.30943723569731985}",30,16,20.1191034478473,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.001, 'e': 0.3091279531286804}",25,16,-6.393647653323193,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1175,False,"{'a': 0.001, 'e': 0.30881897968801986}",20,10,10.783316367441184,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.001, 'e': 0.3085103150663647}",30,16,24.353207337723916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.001, 'e': 0.3082019589550503}",20,0,-89.95485118435587,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
1178,False,"{'a': 0.001, 'e': 0.3078939110457206}",20,0,-24.349957627689914,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1179,False,"{'a': 0.001, 'e': 0.3075861710303276}",30,22,18.29812460717995,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.001, 'e': 0.30727873860113125}",30,10,-39.07783539956886,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
1181,False,"{'a': 0.001, 'e': 0.30697161345069907}",20,4,17.838143784863696,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.001, 'e': 0.306664795271906}",25,0,-18.012674332139657,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
1183,False,"{'a': 0.001, 'e': 0.30635828375793367}",25,0,7.815842620929242,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1184,False,"{'a': 0.001, 'e': 0.3060520786022707}",20,0,-0.450532639721537,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1185,False,"{'a': 0.001, 'e': 0.30574617949871175}",20,0,-16.07050120885691,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
1186,False,"{'a': 0.001, 'e': 0.3054405861413579}",20,9,18.5199148436852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.001, 'e': 0.3051352982246155}",20,0,16.427717366577006,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1188,False,"{'a': 0.001, 'e': 0.30483031544319683}",25,18,14.589867326073644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.001, 'e': 0.304525637492119}",20,0,18.3448465805512,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1190,False,"{'a': 0.001, 'e': 0.3042212640667041}",30,18,13.080709047886556,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.001, 'e': 0.3039171948625785}",20,0,24.108957451930777,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1192,False,"{'a': 0.001, 'e': 0.30361342957567317}",35,24,7.212429451731669,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.001, 'e': 0.30330996790222264}",20,0,8.240337647310792,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1194,False,"{'a': 0.001, 'e': 0.3030068095387654}",30,13,8.558678975378507,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 0.001, 'e': 0.30270395418214285}",35,15,18.69036526799037,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.001, 'e': 0.3024014015294998}",25,0,8.954246482032103,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1197,False,"{'a': 0.001, 'e': 0.3020991512782834}",25,16,20.337628586393404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.001, 'e': 0.3017972031262435}",20,0,-9.83630785624981,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1199,False,"{'a': 0.001, 'e': 0.3014955567714318}",25,16,15.796314848793324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.001, 'e': 0.30119421191220214}",20,11,-37.93259553179429,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1201,False,"{'a': 0.001, 'e': 0.30089316824720935}",20,12,-17.46434275300097,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1202,False,"{'a': 0.001, 'e': 0.30059242547541}",20,13,10.74703222440134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.001, 'e': 0.30029198329606105}",25,0,-69.12717618932649,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
1204,False,"{'a': 0.001, 'e': 0.2999918414087205}",20,13,2.52722751653629,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.001, 'e': 0.2996919995132463}",20,0,15.267786289528434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1206,False,"{'a': 0.001, 'e': 0.2993924573097967}",20,0,-27.95335871030229,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
1207,False,"{'a': 0.001, 'e': 0.29909321449882925}",20,8,-34.95914720739182,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1208,False,"{'a': 0.001, 'e': 0.29879427078110127}",20,15,-32.65689704716239,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
1209,False,"{'a': 0.001, 'e': 0.2984956258576689}",25,3,12.728750727138621,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1210,False,"{'a': 0.001, 'e': 0.2981972794298874}",20,7,10.95534067681387,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.001, 'e': 0.2978992311994101}",25,0,-92.46928196259488,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
1212,False,"{'a': 0.001, 'e': 0.29760148086818883}",20,6,-6.048303001422699,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1213,False,"{'a': 0.001, 'e': 0.2973040281384732}",25,13,0.9547976193336867,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
