trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
6450,False,"{'a': 0.001, 'e': 0.001580522168736217}",20,16,7.913855740015949,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6451,False,"{'a': 0.001, 'e': 0.0015789424365652103}",20,15,9.687668573536497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6452,False,"{'a': 0.001, 'e': 0.0015773642833367728}",20,12,14.603116317463165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6453,False,"{'a': 0.001, 'e': 0.001575787707472749}",30,9,37.34533697755579,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
6454,False,"{'a': 0.001, 'e': 0.0015742127073965651}",25,11,28.540834608422557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6455,False,"{'a': 0.001, 'e': 0.0015726392815332184}",20,13,13.409445905074431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6456,False,"{'a': 0.001, 'e': 0.0015710674283092845}",20,7,21.71064025649571,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6457,False,"{'a': 0.001, 'e': 0.0015694971461529112}",20,8,19.39361908880523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6458,False,"{'a': 0.001, 'e': 0.0015679284334938132}",30,16,28.1679710045857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6459,False,"{'a': 0.001, 'e': 0.0015663612887632796}",25,11,22.996938087515996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6460,False,"{'a': 0.001, 'e': 0.0015647957103941666}",20,12,15.735975912469474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6461,False,"{'a': 0.001, 'e': 0.001563231696820893}",20,14,10.007937610833878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6462,False,"{'a': 0.001, 'e': 0.0015616692464794479}",30,13,36.73289819813869,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6463,False,"{'a': 0.001, 'e': 0.001560108357807378}",30,17,25.858891778203652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6464,False,"{'a': 0.001, 'e': 0.001558549029243796}",20,6,24.289602132156375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6465,False,"{'a': 0.001, 'e': 0.0015569912592293745}",25,14,10.593742107105896,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
6466,False,"{'a': 0.001, 'e': 0.0015554350462063404}",30,20,20.736117833458913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6467,False,"{'a': 0.001, 'e': 0.0015538803886184823}",30,19,22.22577709007749,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6468,False,"{'a': 0.001, 'e': 0.0015523272849111436}",30,12,36.620461716789144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6469,False,"{'a': 0.001, 'e': 0.0015507757335312179}",25,7,29.85714473293996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6470,False,"{'a': 0.001, 'e': 0.0015492257329271562}",25,14,22.404250486954272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6471,False,"{'a': 0.001, 'e': 0.0015476772815489553}",20,10,19.737762436637908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6472,False,"{'a': 0.001, 'e': 0.0015461303778481648}",30,11,33.879364720104874,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6473,False,"{'a': 0.001, 'e': 0.0015445850202778825}",25,17,15.464023487334945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6474,False,"{'a': 0.001, 'e': 0.0015430412072927478}",25,19,12.670680211311906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6475,False,"{'a': 0.001, 'e': 0.001541498937348949}",20,12,17.10224829419752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6476,False,"{'a': 0.001, 'e': 0.0015399582089042172}",20,9,18.232772801076454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6477,False,"{'a': 0.001, 'e': 0.0015384190204178214}",20,7,26.64592575366689,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6478,False,"{'a': 0.001, 'e': 0.0015368813703505754}",25,12,25.645565534040735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6479,False,"{'a': 0.001, 'e': 0.0015353452571648268}",30,12,29.80736858284125,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6480,False,"{'a': 0.001, 'e': 0.001533810679324463}",35,24,22.159996900194596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6481,False,"{'a': 0.001, 'e': 0.001532277635294908}",20,9,20.963038152722834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6482,False,"{'a': 0.001, 'e': 0.0015307461235431145}",25,7,26.535098930092055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6483,False,"{'a': 0.001, 'e': 0.001529216142537572}",25,4,35.40668890967088,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
6484,False,"{'a': 0.001, 'e': 0.0015276876907483008}",20,14,10.327759321609124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6485,False,"{'a': 0.001, 'e': 0.0015261607666468464}",20,14,11.247562980111109,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6486,False,"{'a': 0.001, 'e': 0.0015246353687062872}",25,16,16.42067050072726,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6487,False,"{'a': 0.001, 'e': 0.0015231114954012224}",25,17,15.020437125402362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6488,False,"{'a': 0.001, 'e': 0.0015215891452077799}",30,14,32.89336406092952,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6489,False,"{'a': 0.001, 'e': 0.0015200683166036108}",25,16,16.335026988293155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6490,False,"{'a': 0.001, 'e': 0.0015185490080678835}",35,20,27.713414844313707,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6491,False,"{'a': 0.001, 'e': 0.001517031218081291}",30,16,33.67092751882621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6492,False,"{'a': 0.001, 'e': 0.0015155149451260442}",25,16,15.581102459101473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6493,False,"{'a': 0.001, 'e': 0.0015140001876858674}",30,16,26.498934060755523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6494,False,"{'a': 0.001, 'e': 0.001512486944246006}",20,5,25.88457508200709,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6495,False,"{'a': 0.001, 'e': 0.0015109752132932135}",25,12,22.414635095562883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6496,False,"{'a': 0.001, 'e': 0.0015094649933157602}",25,17,15.826862298564608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6497,False,"{'a': 0.001, 'e': 0.0015079562828034273}",25,16,17.213293510405883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6498,False,"{'a': 0.001, 'e': 0.0015064490802475016}",30,15,31.576058749415626,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6499,False,"{'a': 0.001, 'e': 0.0015049433841407816}",20,16,8.35978346637683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6500,False,"{'a': 0.001, 'e': 0.0015034391929775724}",20,9,18.156430702553234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6501,False,"{'a': 0.001, 'e': 0.0015019365052536802}",25,14,21.951979897354043,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6502,False,"{'a': 0.001, 'e': 0.00150043531946642}",20,6,22.517088856637347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6503,False,"{'a': 0.001, 'e': 0.0014989356341146027}",20,12,16.308952176542217,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6504,False,"{'a': 0.001, 'e': 0.0014974374476985444}",20,16,4.756718599218838,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6505,False,"{'a': 0.001, 'e': 0.0014959407587200602}",20,5,27.428568044776437,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6506,False,"{'a': 0.001, 'e': 0.0014944455656824578}",20,3,30.24690975770079,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6507,False,"{'a': 0.001, 'e': 0.0014929518670905456}",25,14,19.766107626951424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6508,False,"{'a': 0.001, 'e': 0.0014914596614506264}",30,21,17.024078887246898,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6509,False,"{'a': 0.001, 'e': 0.0014899689472704914}",25,10,26.376269996260085,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6510,False,"{'a': 0.001, 'e': 0.0014884797230594294}",20,5,24.150470425154047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6511,False,"{'a': 0.001, 'e': 0.001486991987328213}",20,9,15.568841129132817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6512,False,"{'a': 0.001, 'e': 0.0014855057385891079}",20,16,7.071556587489081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6513,False,"{'a': 0.001, 'e': 0.0014840209753558666}",25,4,37.30608921159683,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
6514,False,"{'a': 0.001, 'e': 0.0014825376961437229}",20,10,18.500908640296718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6515,False,"{'a': 0.001, 'e': 0.0014810558994693987}",30,22,13.549555721218873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6516,False,"{'a': 0.001, 'e': 0.0014795755838510989}",30,7,40.46982553900805,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6517,False,"{'a': 0.001, 'e': 0.001478096747808505}",20,13,16.709284227403867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6518,False,"{'a': 0.001, 'e': 0.0014766193898627833}",20,16,8.800595847305337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6519,False,"{'a': 0.001, 'e': 0.0014751435085365733}",25,6,27.610770908576637,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6520,False,"{'a': 0.001, 'e': 0.0014736691023539948}",30,19,20.614844724738767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6521,False,"{'a': 0.001, 'e': 0.0014721961698406425}",25,10,22.927976149825902,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6522,False,"{'a': 0.001, 'e': 0.0014707247095235817}",25,17,14.26941711811272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6523,False,"{'a': 0.001, 'e': 0.0014692547199313527}",20,13,15.259706825681382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6524,False,"{'a': 0.001, 'e': 0.0014677861995939677}",20,10,21.615711216952562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6525,False,"{'a': 0.001, 'e': 0.001466319147042903}",30,13,28.16602143780275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6526,False,"{'a': 0.001, 'e': 0.001464853560811109}",20,8,21.623206426321985,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6527,False,"{'a': 0.001, 'e': 0.0014633894394329968}",25,18,11.961413900441073,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6528,False,"{'a': 0.001, 'e': 0.0014619267814444457}",30,14,28.30084435440896,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6529,False,"{'a': 0.001, 'e': 0.001460465585382799}",25,14,21.122004911683288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6530,False,"{'a': 0.001, 'e': 0.0014590058497868585}",20,12,13.21326376728869,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6531,False,"{'a': 0.001, 'e': 0.0014575475731968904}",25,13,20.744224850188317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6532,False,"{'a': 0.001, 'e': 0.0014560907541546159}",25,9,27.713226558382946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6533,False,"{'a': 0.001, 'e': 0.0014546353912032167}",20,16,6.306589009420199,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6534,False,"{'a': 0.001, 'e': 0.0014531814828873313}",25,18,13.281924551412597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6535,False,"{'a': 0.001, 'e': 0.0014517290277530485}",20,13,11.063992942458952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6536,False,"{'a': 0.001, 'e': 0.0014502780243479145}",30,16,27.353362511333593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6537,False,"{'a': 0.001, 'e': 0.001448828471220927}",25,3,34.920768846859005,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6538,False,"{'a': 0.001, 'e': 0.00144738036692253}",25,11,27.607621683169334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6539,False,"{'a': 0.001, 'e': 0.001445933710004622}",20,10,15.9160215993703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6540,False,"{'a': 0.001, 'e': 0.0014444884990205433}",20,0,33.88542281929057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6541,False,"{'a': 0.001, 'e': 0.0014430447325250839}",25,12,23.33617535286882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6542,False,"{'a': 0.001, 'e': 0.0014416024090744784}",30,19,21.304147369013926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6543,False,"{'a': 0.001, 'e': 0.001440161527226401}",30,14,30.101333968486966,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6544,False,"{'a': 0.001, 'e': 0.0014387220855399709}",30,13,27.868563799924136,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6545,False,"{'a': 0.001, 'e': 0.0014372840825757473}",20,12,17.767723573996502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6546,False,"{'a': 0.001, 'e': 0.0014358475168957249}",30,21,18.58442072996426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6547,False,"{'a': 0.001, 'e': 0.0014344123870633403}",25,11,23.29452425292523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6548,False,"{'a': 0.001, 'e': 0.001432978691643461}",20,16,7.459582340364246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6549,False,"{'a': 0.001, 'e': 0.001431546429202393}",20,12,12.038347064307075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6550,False,"{'a': 0.001, 'e': 0.0014301155983078744}",20,10,21.174339801476496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6551,False,"{'a': 0.001, 'e': 0.0014286861975290723}",20,9,20.296415926464846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6552,False,"{'a': 0.001, 'e': 0.0014272582254365865}",20,7,23.733524990280245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6553,False,"{'a': 0.001, 'e': 0.0014258316806024466}",30,18,23.015722332629583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6554,False,"{'a': 0.001, 'e': 0.0014244065616001048}",20,4,26.2634120875367,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6555,False,"{'a': 0.001, 'e': 0.0014229828670044445}",30,20,18.364899382170286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6556,False,"{'a': 0.001, 'e': 0.0014215605953917685}",20,12,17.97539905788908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6557,False,"{'a': 0.001, 'e': 0.0014201397453398063}",30,0,42.24529817236114,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
6558,False,"{'a': 0.001, 'e': 0.0014187203154277092}",30,24,10.077871037565275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6559,False,"{'a': 0.001, 'e': 0.0014173023042360444}",25,2,34.87216935118581,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6560,False,"{'a': 0.001, 'e': 0.0014158857103468022}",25,15,19.880520092678385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6561,False,"{'a': 0.001, 'e': 0.0014144705323433893}",20,8,23.602166536123732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6562,False,"{'a': 0.001, 'e': 0.0014130567688106254}",35,17,31.053049430529285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6563,False,"{'a': 0.001, 'e': 0.0014116444183347493}",20,10,20.07997961585448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6564,False,"{'a': 0.001, 'e': 0.001410233479503408}",20,16,7.594814665200475,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6565,False,"{'a': 0.001, 'e': 0.0014088239509056637}",20,4,33.15131676005631,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6566,False,"{'a': 0.001, 'e': 0.0014074158311319892}",30,16,27.161997840603437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6567,False,"{'a': 0.001, 'e': 0.0014060091187742614}",25,17,16.203925929992373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6568,False,"{'a': 0.001, 'e': 0.0014046038124257698}",20,11,15.105560800842648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6569,False,"{'a': 0.001, 'e': 0.001403199910681209}",20,6,25.660921025072575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6570,False,"{'a': 0.001, 'e': 0.0014017974121366744}",30,23,12.47968590370341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6571,False,"{'a': 0.001, 'e': 0.00140039631538967}",25,13,21.857213664101117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6572,False,"{'a': 0.001, 'e': 0.0013989966190390967}",20,4,27.274721641242483,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6573,False,"{'a': 0.001, 'e': 0.0013975983216852588}",20,8,19.93147041452164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6574,False,"{'a': 0.001, 'e': 0.0013962014219298603}",25,17,11.833283247776304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6575,False,"{'a': 0.001, 'e': 0.0013948059183759988}",25,12,23.52178783581144,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6576,False,"{'a': 0.001, 'e': 0.001393411809628172}",20,12,14.738280694053538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6577,False,"{'a': 0.001, 'e': 0.001392019094292272}",30,20,18.2357228746405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6578,False,"{'a': 0.001, 'e': 0.0013906277709755813}",20,9,21.80444475903184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6579,False,"{'a': 0.001, 'e': 0.0013892378382867787}",25,14,15.651802857664775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6580,False,"{'a': 0.001, 'e': 0.001387849294835929}",20,9,19.46459763778642,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6581,False,"{'a': 0.001, 'e': 0.0013864621392344894}",20,10,16.387542850985437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6582,False,"{'a': 0.001, 'e': 0.001385076370095306}",20,6,23.061460696486673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6583,False,"{'a': 0.001, 'e': 0.001383691986032607}",20,9,22.9270251369894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6584,False,"{'a': 0.001, 'e': 0.0013823089856620093}",20,14,12.863157236058115,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6585,False,"{'a': 0.001, 'e': 0.0013809273676005135}",20,12,17.317316260421578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6586,False,"{'a': 0.001, 'e': 0.0013795471304664994}",30,20,17.993167470391597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6587,False,"{'a': 0.001, 'e': 0.0013781682728797318}",20,16,6.120396791234075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6588,False,"{'a': 0.001, 'e': 0.0013767907934613508}",20,11,17.93922914170963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6589,False,"{'a': 0.001, 'e': 0.0013754146908338779}",20,12,15.834468660449192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6590,False,"{'a': 0.001, 'e': 0.0013740399636212118}",20,11,14.27995253721582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6591,False,"{'a': 0.001, 'e': 0.0013726666104486225}",20,16,9.804441773521887,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6592,False,"{'a': 0.001, 'e': 0.001371294629942758}",20,15,8.97564704563112,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6593,False,"{'a': 0.001, 'e': 0.001369924020731639}",20,11,14.183981924807933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6594,False,"{'a': 0.001, 'e': 0.0013685547814446537}",35,18,28.798048292476757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6595,False,"{'a': 0.001, 'e': 0.001367186910712565}",30,13,32.50173726955167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6596,False,"{'a': 0.001, 'e': 0.0013658204071674998}",20,0,31.468688755748857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6597,False,"{'a': 0.001, 'e': 0.0013644552694429557}",25,7,34.30086263175261,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6598,False,"{'a': 0.001, 'e': 0.0013630914961737957}",30,21,15.915464357949817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6599,False,"{'a': 0.001, 'e': 0.0013617290859962445}",25,3,29.505517223872825,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
6600,False,"{'a': 0.001, 'e': 0.0013603680375478928}",25,15,17.356239699575294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6601,False,"{'a': 0.001, 'e': 0.001359008349467693}",20,11,16.902095885971598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6602,False,"{'a': 0.001, 'e': 0.0013576500203959548}",25,10,27.808605849141863,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6603,False,"{'a': 0.001, 'e': 0.0013562930489743514}",30,11,32.15061352439981,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6604,False,"{'a': 0.001, 'e': 0.0013549374338459087}",20,12,16.594992674734147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6605,False,"{'a': 0.001, 'e': 0.001353583173655013}",25,19,12.48018854222842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6606,False,"{'a': 0.001, 'e': 0.0013522302670474046}",20,9,15.239993525163964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6607,False,"{'a': 0.001, 'e': 0.0013508787126701748}",20,0,36.78777887662703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6608,False,"{'a': 0.001, 'e': 0.0013495285091717703}",20,12,17.382095721870467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6609,False,"{'a': 0.001, 'e': 0.0013481796552019887}",20,9,21.680819821505665,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6610,False,"{'a': 0.001, 'e': 0.0013468321494119735}",20,11,20.328063288218072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6611,False,"{'a': 0.001, 'e': 0.001345485990454221}",25,10,30.17164245592676,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6612,False,"{'a': 0.001, 'e': 0.00134414117698257}",25,20,10.919998515930638,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6613,False,"{'a': 0.001, 'e': 0.0013427977076522078}",20,10,22.471949759967682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6614,False,"{'a': 0.001, 'e': 0.0013414555811196666}",30,22,17.125547697987624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6615,False,"{'a': 0.001, 'e': 0.001340114796042817}",30,5,39.32731283634939,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
6616,False,"{'a': 0.001, 'e': 0.001338775351080875}",20,10,17.422879888913144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6617,False,"{'a': 0.001, 'e': 0.001337437244894397}",20,15,9.025915616460475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6618,False,"{'a': 0.001, 'e': 0.0013361004761452743}",25,13,21.99103634373618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6619,False,"{'a': 0.001, 'e': 0.00133476504349674}",20,16,9.472866597182366,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6620,False,"{'a': 0.001, 'e': 0.0013334309456133593}",30,13,32.82338797048249,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6621,False,"{'a': 0.001, 'e': 0.0013320981811610353}",25,15,19.491997205557496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6622,False,"{'a': 0.001, 'e': 0.0013307667488070048}",20,13,15.046762873878437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6623,False,"{'a': 0.001, 'e': 0.0013294366472198327}",25,13,19.634870717809974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6624,False,"{'a': 0.001, 'e': 0.0013281078750694186}",20,9,18.272314123569117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6625,False,"{'a': 0.001, 'e': 0.0013267804310269915}",20,10,17.033048757271146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6626,False,"{'a': 0.001, 'e': 0.0013254543137651048}",25,18,13.233210371637298,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6627,False,"{'a': 0.001, 'e': 0.0013241295219576434}",20,9,21.604400359444323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6628,False,"{'a': 0.001, 'e': 0.0013228060542798132}",20,15,8.069170112868349,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6629,False,"{'a': 0.001, 'e': 0.0013214839094081476}",25,13,24.5960335423616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6630,False,"{'a': 0.001, 'e': 0.0013201630860205026}",25,14,25.21316202413855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
